ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5,Atributo 1,Raiting_Promedio 1,Atributo 2,Raiting_Promedio 2,Atributo 3,Raiting_Promedio 3,Atributo 4,Raiting_Promedio 4,Atributo 5,Raiting_Promedio 5
MLM2005622583,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2224231280,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2224476624,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227529876,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227698808,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227893786,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM2273098940,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2396746278,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2412677822,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2436973932,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2507244226,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2516560558,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2548214626,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2659999916,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2703876044,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2703886928,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2749256340,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1864864067,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1911167301,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1921119065,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1922675111,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1933560130,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1952856405,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1954073399,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1960080184,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1962163599,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1962176661,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1965622867,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1966426573,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1981972611,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985236153,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988380399,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988908713,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002200929,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007725034,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2086928138,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2192304488,2,4.5,0,0,0,1,1,,,,,,,,,,
MLM2224488678,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227867658,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2333108556,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2408195880,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2418148180,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2455578270,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569755976,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2623393646,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2624229456,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2682030916,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2686111768,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2707384566,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2773703010,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM892824066,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1865890373,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2739261500,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1531167477,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1531155039,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1384286499,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1817357486,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948104349,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948127125,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948093601,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948151455,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1861763773,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948165933,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948193439,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM859678293,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1917505313,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1441746314,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1321162753,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1817357493,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1358859268,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1325233226,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1921003213,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569531918,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM723693584,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1365571427,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1375507067,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1873469951,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1352764522,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1376807798,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1814633844,3,4.7,0,0,0,1,2,,,,,,,,,,
MLM2627992384,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM859768443,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1319257640,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1344451304,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1366243239,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1366852619,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1906826993,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1917271643,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1932814982,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1951614475,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM874297549,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1344789844,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1376488126,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1872387243,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2348687354,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2426508646,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM762325379,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1504009099,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM724788662,2,5.0,0,0,0,0,2,,,,,,,,,,
MLM866059650,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM784717848,3,4.7,0,0,0,1,2,,,,,,,,,,
MLM1980017425,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742876438,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2797612566,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1413333268,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1911606013,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1950574877,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1962137837,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1966287047,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1969676233,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1971531033,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2649107330,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2689611154,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1325246917,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1342675104,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227595418,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2534477592,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM673877906,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1385576738,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992713753,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2599189460,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2783126022,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1408946336,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1432503987,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1851562715,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1909316975,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1971103539,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988885019,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2085407580,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2499582226,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2548861208,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2550670610,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2648643640,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2660511428,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745387576,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2765925952,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777140086,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM854416558,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1320514746,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1962992463,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1972423353,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1972731245,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1979226409,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983603265,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994294701,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002717869,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2573045804,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2603661006,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2643343444,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2649140896,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2660232720,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2663428862,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2699928264,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2706155088,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2729312930,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2765583086,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2779701968,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM863461151,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM779889608,1,4.0,0,0,0,1,0,,,,,,,,,,
MLM854164559,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM933881078,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1828080241,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1839539306,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1871808995,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991406321,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1993846423,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569885406,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2573312716,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626525060,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1864851371,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1872513847,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1881995791,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1965081819,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1982488707,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988884599,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994332781,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2551218550,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2551866268,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2686073426,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737698996,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2738746968,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2758458430,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771178462,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2784684784,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM953851282,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1981625201,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994823787,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2679449862,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2709244892,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1768984039,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM879663748,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1342680518,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1347643402,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1416752302,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1662050954,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1712858643,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1851270154,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1960953787,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1962215089,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1970889011,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983784789,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985861811,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988690561,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991021799,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991570091,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995168577,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2222606728,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2307562184,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2514465356,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2514868302,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2550041788,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2608129594,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2611920626,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626460076,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2666773126,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2683699064,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2709080694,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2733095060,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2733789018,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737724192,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2768897480,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2768987540,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM933722014,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1360937760,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1398634667,6,5.0,0,0,0,0,6,,,,,,,,,,
MLM1661647181,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1894767801,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1961061677,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1963907585,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1981636055,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988908711,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988908721,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2254869334,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM2325886336,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2562634036,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569444368,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2576320046,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626525052,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626746328,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2635536114,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2655844432,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2657053606,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2663875482,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2689697508,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2734229206,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737736726,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2746729354,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM673877875,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM726633126,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1319850601,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1408277124,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1727281390,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1974569605,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1977898763,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2627009810,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742873318,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2778842468,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM954068284,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1308587676,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM1321247565,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM673885107,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM726633059,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM827716543,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM845495486,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM861900808,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1324608529,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1398646603,7,5.0,0,0,0,0,7,,,,,,,,,,
MLM1416668061,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1948205193,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1959573950,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1960770841,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1971689313,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1973817557,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1975525823,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983050789,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984520047,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988884607,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994571593,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000720527,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000899583,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000918055,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2316837632,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2389958132,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2420100748,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2571912004,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626629424,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2654805986,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2657087258,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2658684570,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2666449048,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2666501214,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2690797154,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2697440442,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2698741172,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2708986990,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2734241736,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737839900,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742894040,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745365652,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745407454,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2756226206,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2759725566,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2761088946,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2776024496,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1319549765,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1407737764,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1735288904,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1972902159,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991543515,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991907583,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2069075310,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2646654316,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2658635944,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2756224898,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM713516677,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM762774274,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM796837652,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1413326412,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1427890255,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1785724068,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1851341741,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1873632899,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1893355386,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1913778114,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1928445715,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1957133319,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1971235315,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1976102105,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1979591181,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1980401059,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985761969,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988264797,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988884621,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990226369,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990302991,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996423247,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996778889,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998170625,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999606185,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000180869,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002735803,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2003337007,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007500345,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2274670236,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569795022,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2571626056,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626525240,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2657070682,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2660022028,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2670735504,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2677890988,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2687168956,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2695179006,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2717952560,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2755305356,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2755588624,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2773658768,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775417332,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM922986292,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1589169239,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1758984756,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM641359092,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1338603209,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1343232022,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1346614987,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1714346372,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983074443,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983552393,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984033237,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984763461,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990860259,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996396895,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997759847,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001678281,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2005532723,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007738904,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2626099348,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2648564648,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2689610966,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2690459396,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2706157444,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2729265362,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742058448,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2755796144,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2759630634,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771595230,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2782919260,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2783112014,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2796481570,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2797900200,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2801814112,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM641359492,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM798448035,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM868589757,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1392764131,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1485024222,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1587164872,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1855027923,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1973170351,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1979758407,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1980348441,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985952201,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988884629,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995471985,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996407781,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998170633,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000154529,0,0.0,0,0,0,0,0,,,,,,,,,,
